CustomerID,NumOrders,TotalQuantity,TotalSpent,FirstPurchaseDate,LastPurchaseDate,RecencyDays
12381,5,808,1845.31,2011-08-12 09:57:00,2011-12-05 12:44:00,4
12383,5,1532,1850.56,2010-12-22 14:28:00,2011-06-08 08:02:00,184
12384,2,126,585.27,2011-08-10 11:23:00,2011-11-11 08:39:00,28
12386,2,354,401.9,2010-12-08 09:53:00,2011-01-06 12:37:00,337
12388,6,1462,2780.66,2011-01-17 11:12:00,2011-11-24 12:30:00,15
12390,1,353,549.84,2011-09-21 09:33:00,2011-09-21 09:33:00,79
12391,1,300,460.89,2011-11-18 12:07:00,2011-11-18 12:07:00,21
12393,4,816,1582.6000000000001,2011-01-11 09:47:00,2011-09-28 15:41:00,71
12394,2,819,1272.48,2011-05-06 14:01:00,2011-10-07 08:08:00,63
12395,12,2118,3018.63,2010-12-03 16:35:00,2011-11-20 15:21:00,18
12397,2,1263,2409.9,2011-07-27 14:21:00,2011-11-04 09:52:00,35
12398,1,1394,1635.6599999999999,2011-10-25 10:27:00,2011-10-25 10:27:00,45
12399,4,1178,1108.65,2011-03-23 09:42:00,2011-08-12 13:15:00,118
12401,1,11,84.3,2011-02-09 13:50:00,2011-02-09 13:50:00,302
12402,1,94,225.6,2011-01-20 13:49:00,2011-01-20 13:49:00,322
12403,1,96,427.7,2011-10-21 10:51:00,2011-10-21 10:51:00,49
12405,1,857,1710.39,2011-07-14 08:52:00,2011-07-14 08:52:00,148
12406,2,1818,3415.3,2011-06-09 10:23:00,2011-11-17 19:22:00,21
12407,5,1416,1708.1200000000001,2011-03-20 13:21:00,2011-10-21 10:11:00,49
12408,5,1409,2888.55,2011-03-24 14:46:00,2011-11-07 12:27:00,32
12409,3,5551,11072.67,2011-06-10 12:19:00,2011-09-22 10:38:00,78
12410,2,211,693.3299999999999,2011-02-04 10:38:00,2011-02-04 10:39:00,308
12412,3,829,1226.88,2011-06-23 13:51:00,2011-09-26 10:16:00,74
12413,3,286,758.1,2011-01-06 16:12:00,2011-10-04 09:00:00,66
12414,3,300,562.41,2011-02-02 14:51:00,2011-05-06 14:51:00,216
12415,21,77374,124914.53,2011-01-06 11:12:00,2011-11-15 14:22:00,23
12417,9,1552,3649.1,2010-12-17 11:51:00,2011-12-06 14:52:00,2
12418,1,407,668.58,2011-08-19 11:08:00,2011-08-19 11:08:00,112
12420,1,345,600.39,2011-10-07 08:55:00,2011-10-07 08:55:00,63
12421,4,484,807.04,2011-01-24 15:09:00,2011-11-24 09:07:00,15
12422,3,370,803.5600000000001,2011-01-19 09:13:00,2011-09-05 09:48:00,95
12423,8,1339,1859.31,2010-12-21 10:54:00,2011-12-09 10:10:00,0
12424,2,740,1760.96,2011-06-30 12:06:00,2011-06-30 12:06:00,162
12425,1,496,777.2,2011-09-22 17:31:00,2011-09-22 17:31:00,77
12426,1,258,582.73,2011-05-29 12:26:00,2011-05-29 12:26:00,194
12427,3,533,825.8,2010-12-03 10:44:00,2011-11-18 08:56:00,21
12428,9,3536,7956.46,2011-03-01 09:33:00,2011-11-14 08:22:00,25
12429,4,1557,3750.4,2010-12-09 12:05:00,2011-11-30 17:22:00,8
12430,1,117,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,42
12431,15,2906,6487.45,2010-12-01 10:03:00,2011-11-04 11:55:00,35
12432,5,1801,5059.32,2011-06-20 13:27:00,2011-10-28 11:43:00,42
12433,7,11071,13375.87,2010-12-01 13:24:00,2011-12-09 10:02:00,0
12434,2,394,806.14,2011-03-24 13:05:00,2011-09-16 12:38:00,84
12435,2,2055,7829.89,2011-03-17 07:40:00,2011-09-21 09:06:00,79
12436,1,211,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,99
12437,18,2922,4951.41,2011-01-12 14:13:00,2011-12-08 11:35:00,1
12438,2,1180,2906.85,2011-07-22 13:29:00,2011-11-25 13:28:00,13
12441,1,121,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,366
12442,1,182,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,2
12444,5,1153,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,20
12445,1,62,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,21
12446,1,351,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,57
12447,1,190,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,242
12448,1,243,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,43
12449,4,1553,4067.29,2011-06-05 15:37:00,2011-11-17 13:46:00,21
12450,2,128,197.88,2011-06-19 14:36:00,2011-07-06 14:41:00,155
12451,5,6575,9035.52,2011-01-19 09:05:00,2011-11-29 08:40:00,10
12452,2,185,430.57,2011-11-23 08:05:00,2011-11-23 10:28:00,16
12453,1,473,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,133
12454,1,1006,3528.34,2011-10-14 17:13:00,2011-10-14 17:13:00,55
12455,6,2089,2466.86,2011-02-16 09:56:00,2011-09-27 15:31:00,72
12456,3,1633,3181.04,2011-03-30 09:12:00,2011-10-26 14:41:00,43
12457,7,843,2363.23,2011-04-14 18:57:00,2011-10-04 13:13:00,65
12458,2,506,947.4,2011-02-28 10:55:00,2011-09-29 15:25:00,70
12461,2,287,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,93
12462,2,536,1189.59,2011-02-09 14:44:00,2011-11-21 09:11:00,18
12463,4,776,1344.78,2011-04-12 12:47:00,2011-10-17 13:44:00,52
12464,8,112,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,9
12465,2,479,742.1899999999999,2011-06-23 13:37:00,2011-11-22 16:34:00,16
12468,2,366,729.5400000000001,2011-01-27 13:29:00,2011-06-05 11:36:00,187
12471,30,8212,19824.05,2010-12-10 09:35:00,2011-12-07 15:43:00,1
12472,7,4148,6572.11,2010-12-05 14:19:00,2011-11-07 14:01:00,31
12473,5,2439,3938.5499999999997,2011-06-01 10:15:00,2011-11-10 13:46:00,28
12474,18,4847,7375.79,2011-01-14 10:06:00,2011-11-22 14:39:00,16
12475,1,535,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,53
12476,11,2408,6816.42,2010-12-13 14:39:00,2011-11-24 12:40:00,15
12477,6,3653,13219.74,2011-02-11 12:45:00,2011-11-17 09:51:00,22
12478,1,236,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,3
12479,1,385,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,10
12480,4,1707,3281.63,2011-01-07 15:27:00,2011-11-11 14:52:00,27
12481,10,3304,5596.32,2010-12-09 10:13:00,2011-11-17 08:29:00,22
12483,8,1110,2484.98,2011-01-04 14:20:00,2011-11-22 17:02:00,16
12484,6,2191,4541.72,2011-01-07 14:04:00,2011-11-07 11:37:00,32
12488,3,529,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,9
12489,1,105,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,335
12490,10,3064,5417.93,2011-01-14 09:13:00,2011-12-04 16:07:00,4
12491,1,260,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,38
12492,2,192,263.21000000000004,2011-08-26 14:51:00,2011-10-07 15:15:00,62
12493,2,207,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,165
12494,7,707,1246.1000000000001,2010-12-09 11:31:00,2011-11-24 09:34:00,15
12497,1,1236,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,81
12498,3,159,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,20
12500,11,2678,4257.82,2011-01-10 09:48:00,2011-11-16 16:20:00,22
12501,1,1783,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,336
12502,5,820,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,95
12504,2,90,482.04999999999995,2011-11-09 14:56:00,2011-11-21 16:02:00,17
12506,1,23,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,232
12507,3,894,1304.81,2011-02-14 09:24:00,2011-07-28 17:09:00,133
12508,2,272,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,25
12509,1,55,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,283
12510,2,353,982.5699999999999,2011-01-18 14:04:00,2011-07-20 10:15:00,142
12512,2,99,138.03,2011-10-04 14:53:00,2011-10-04 14:55:00,65
12513,1,462,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,112
12514,1,440,1017.68,2011-03-17 16:38:00,2011-03-17 16:38:00,266
12515,1,131,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,352
12516,2,875,1312.06,2011-06-12 11:37:00,2011-09-23 09:13:00,77
12517,5,1371,2502.84,2011-06-02 15:13:00,2011-11-11 14:04:00,27
12518,5,1318,2056.89,2011-08-21 13:18:00,2011-12-09 10:13:00,0
12519,1,183,340.84,2011-10-07 09:26:00,2011-10-07 09:26:00,63
12520,5,1439,2634.26,2011-03-11 11:35:00,2011-09-21 15:23:00,78
12521,1,309,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,142
12522,2,194,192.72,2011-10-19 14:41:00,2011-10-31 15:30:00,38
12523,11,865,1789.77,2011-01-12 09:43:00,2011-11-20 12:55:00,18
12524,8,3699,4485.72,2011-01-10 10:35:00,2011-11-30 15:31:00,8
12526,3,632,1316.66,2011-09-06 14:19:00,2011-12-09 12:09:00,0
12527,3,234,348.71000000000004,2011-01-18 12:05:00,2011-09-19 11:55:00,81
12528,6,756,1933.48,2011-01-31 09:05:00,2011-11-30 14:40:00,8
12530,4,913,1662.28,2011-01-07 10:04:00,2011-10-11 12:34:00,59
12531,1,45,125.22,2011-11-25 11:12:00,2011-11-25 11:12:00,14
12532,1,153,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,29
12534,1,651,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,130
12535,2,219,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,91
12536,3,2803,12601.830000000002,2011-10-11 14:52:00,2011-10-27 14:20:00,42
12538,1,191,363.95,2011-11-10 17:16:00,2011-11-10 17:16:00,28
12539,4,2067,5568.35,2011-01-10 09:11:00,2011-11-17 13:30:00,21
12540,17,6685,13400.24,2010-12-13 09:39:00,2011-11-20 11:31:00,19
12541,3,680,981.18,2011-03-04 09:32:00,2011-11-10 10:40:00,29
12544,1,136,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,35
12545,2,523,1000.39,2011-03-25 12:04:00,2011-09-25 13:39:00,74
12546,2,633,1161.5,2011-09-23 09:44:00,2011-10-24 12:09:00,46
12547,2,134,207.79999999999998,2011-03-04 12:46:00,2011-05-26 12:38:00,197
12548,1,49,95.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,165
12550,1,569,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,78
12551,1,100,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,357
12552,2,88,437.82,2011-10-31 12:11:00,2011-11-01 10:02:00,38
12553,10,1965,3692.28,2011-01-14 10:42:00,2011-12-01 16:38:00,7
12556,2,358,603.71,2011-07-11 13:35:00,2011-10-20 13:06:00,49
12557,5,4384,11990.960000000001,2010-12-03 12:20:00,2011-11-23 16:59:00,15
12558,1,196,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,7
12559,2,283,561.71,2011-01-24 10:12:00,2011-02-02 09:49:00,310
12560,3,1110,2134.01,2011-07-19 15:55:00,2011-12-04 13:54:00,4
12561,1,177,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,302
12562,7,1779,3781.7400000000002,2011-05-25 12:44:00,2011-12-01 17:20:00,7
12564,1,133,456.9,2011-03-23 14:55:00,2011-03-23 14:55:00,260
12565,1,80,145.92,2011-02-24 10:34:00,2011-02-24 10:34:00,288
12566,1,265,351.65,2011-09-14 14:30:00,2011-09-14 14:30:00,85
12567,10,4305,9401.28,2010-12-05 11:57:00,2011-11-17 11:02:00,22
12569,32,1801,4124.69,2011-04-01 13:47:00,2011-12-07 16:24:00,1
12571,2,523,519.61,2011-08-10 12:35:00,2011-10-31 10:19:00,39
12572,2,452,1020.42,2011-10-19 08:20:00,2011-12-01 09:20:00,8
12573,1,84,160.54000000000002,2011-04-26 15:52:00,2011-04-26 15:52:00,226
12574,1,61,218.45,2011-01-28 09:20:00,2011-01-28 09:20:00,315
12576,5,967,1315.83,2011-02-08 11:31:00,2011-11-04 10:11:00,35
12577,3,472,657.8,2010-12-15 16:21:00,2011-11-04 13:24:00,34
12578,2,1196,2794.51,2011-01-13 15:34:00,2011-11-18 13:30:00,20
12579,1,285,440.42,2011-09-22 17:15:00,2011-09-22 17:15:00,77
12580,1,238,415.7,2011-04-07 10:24:00,2011-04-07 10:24:00,246
12581,1,161,197.71,2011-10-31 08:56:00,2011-10-31 08:56:00,39
12582,2,300,511.36,2011-02-24 11:42:00,2011-04-15 08:45:00,238
12583,15,5060,7281.38,2010-12-01 08:45:00,2011-12-07 08:07:00,2
12584,9,416,2338.15,2011-03-04 15:15:00,2011-12-06 09:35:00,3
12585,2,1279,2040.1,2010-12-23 12:58:00,2011-04-19 13:39:00,233
12586,1,79,196.94000000000003,2011-11-22 16:24:00,2011-11-22 16:24:00,16
12587,1,51,144.0,2011-12-02 12:47:00,2011-12-02 12:47:00,7
12588,1,53,214.89999999999998,2011-10-31 15:01:00,2011-10-31 15:01:00,38
12589,2,306,646.68,2011-07-18 12:05:00,2011-11-11 10:19:00,28
12590,2,4283,9864.26,2011-05-12 14:46:00,2011-05-12 14:52:00,210
12591,1,228,452.84999999999997,2011-01-26 14:35:00,2011-01-26 14:35:00,316
12592,2,290,437.6,2011-05-10 13:44:00,2011-09-08 15:04:00,91
12593,3,206,418.09999999999997,2011-05-05 09:29:00,2011-08-23 12:43:00,108
12594,10,1777,3338.2200000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,37
12596,2,474,618.27,2011-04-11 13:22:00,2011-10-19 13:02:00,50
12597,4,2236,3811.22,2011-03-16 14:00:00,2011-11-20 13:33:00,18
12598,8,1964,3023.08,2011-02-28 11:58:00,2011-11-30 12:18:00,9
12599,7,956,1032.58,2011-02-08 13:28:00,2011-11-10 13:34:00,28
12600,10,774,2599.04,2010-12-03 12:57:00,2011-11-11 10:29:00,28
12601,5,245,577.0600000000001,2011-01-11 10:38:00,2011-06-03 10:17:00,189
12602,1,162,153.12,2011-10-12 11:22:00,2011-10-12 11:22:00,58
12603,1,63,739.1999999999999,2011-11-18 10:42:00,2011-11-18 10:42:00,21
12604,2,201,254.18,2011-03-23 12:06:00,2011-09-21 14:08:00,78
12607,1,1228,1579.51,2011-10-10 16:06:00,2011-10-10 16:06:00,59
12609,3,648,1126.85,2011-01-25 15:13:00,2011-09-22 16:34:00,77
12610,5,1049,2099.54,2011-08-05 13:52:00,2011-11-17 09:34:00,22
12611,1,846,1193.32,2011-10-18 13:12:00,2011-10-18 13:12:00,51
12612,1,262,704.0400000000001,2011-09-26 15:35:00,2011-09-26 15:35:00,73
12613,5,1644,3344.38,2011-03-22 15:42:00,2011-10-13 14:59:00,56
12614,1,76,315.6,2011-03-07 10:22:00,2011-03-07 10:22:00,277
12615,4,1376,2291.19,2011-06-24 13:35:00,2011-12-07 15:02:00,1
12616,2,284,713.3,2011-02-15 14:17:00,2011-09-05 15:17:00,94
12617,1,213,355.53,2011-11-10 14:39:00,2011-11-10 14:39:00,28
12618,1,96,177.31,2011-11-18 11:10:00,2011-11-18 11:10:00,21
12619,9,3378,3641.24,2011-03-31 13:10:00,2011-11-23 14:52:00,15
12620,3,1181,1339.41,2011-05-19 12:10:00,2011-11-25 10:20:00,14
12621,20,7440,13689.67,2010-12-09 10:16:00,2011-12-08 11:25:00,1
12622,1,69,180.1,2011-04-21 16:39:00,2011-04-21 16:39:00,231
12623,1,191,305.1,2011-03-08 13:50:00,2011-03-08 13:50:00,275
12624,2,355,641.13,2011-06-15 12:34:00,2011-08-25 15:04:00,105
12625,2,1612,2683.82,2011-01-24 13:27:00,2011-05-12 09:54:00,211
12626,9,3453,6620.48,2011-01-17 11:01:00,2011-11-16 16:06:00,22
12627,7,2752,4478.53,2011-07-22 13:59:00,2011-11-29 12:07:00,10
12628,3,448,786.46,2011-10-06 09:28:00,2011-12-05 13:15:00,3
12630,2,548,1270.88,2011-10-27 10:41:00,2011-11-30 10:48:00,9
12631,1,236,640.5,2011-10-13 13:53:00,2011-10-13 13:53:00,56
12633,4,1162,2163.98,2011-02-25 08:44:00,2011-10-12 11:40:00,58
12635,2,1172,1689.18,2011-07-08 08:43:00,2011-09-11 11:04:00,89
12637,8,3002,6021.9,2011-01-20 10:47:00,2011-10-03 13:46:00,66
12638,1,577,671.69,2011-11-06 13:11:00,2011-11-06 13:11:00,32
12639,1,201,486.1,2011-04-15 12:48:00,2011-04-15 12:48:00,238
12640,3,311,1174.58,2011-09-19 12:01:00,2011-11-16 11:52:00,23
12641,1,72,185.9,2011-08-16 13:26:00,2011-08-16 13:26:00,114
12642,3,552,1013.26,2011-08-24 09:23:00,2011-11-14 15:03:00,24
12643,6,1808,3344.64,2011-01-11 11:48:00,2011-08-03 12:56:00,127
12644,1,325,477.91,2011-08-02 10:33:00,2011-08-02 10:33:00,129
12645,4,1084,1775.18,2011-01-27 13:08:00,2011-11-06 12:38:00,33
12646,2,897,1346.97,2011-10-21 12:52:00,2011-12-05 10:14:00,4
12647,12,1431,3722.82,2010-12-05 14:02:00,2011-11-17 12:56:00,21
12648,1,160,318.05,2011-07-08 11:55:00,2011-07-08 11:55:00,154
12649,3,586,623.51,2011-05-11 14:37:00,2011-08-24 14:41:00,106
12650,1,254,314.44,2011-12-06 16:34:00,2011-12-06 16:34:00,2
12651,1,78,114.0,2011-01-09 12:46:00,2011-01-09 12:46:00,334
12652,1,505,919.98,2011-01-12 15:00:00,2011-01-12 15:00:00,330
12653,2,919,2209.85,2011-02-16 10:53:00,2011-07-14 10:41:00,148
12654,5,264,601.98,2011-02-17 13:16:00,2011-11-29 10:10:00,10
12656,5,1723,4051.17,2011-04-20 09:20:00,2011-11-22 13:42:00,16
12657,4,1044,1643.18,2011-09-22 11:40:00,2011-11-28 15:47:00,10
12658,1,320,686.05,2011-11-21 10:22:00,2011-11-21 10:22:00,18
12659,1,105,91.68,2011-11-10 11:53:00,2011-11-10 11:53:00,29
12660,1,127,245.1,2011-11-28 13:26:00,2011-11-28 13:26:00,10
12662,11,2058,3849.78,2010-12-01 13:04:00,2011-12-09 11:59:00,0
12664,9,1203,4881.88,2011-01-21 11:42:00,2011-12-01 17:07:00,7
12665,1,37,63.0,2011-01-19 08:34:00,2011-01-19 08:34:00,324
12667,1,395,620.13,2011-10-12 17:00:00,2011-10-12 17:00:00,57
12668,4,1634,3807.15,2010-12-19 12:46:00,2011-11-28 10:56:00,11
12669,3,1115,2744.0299999999997,2011-03-28 10:15:00,2011-07-12 09:54:00,150
12670,5,1397,2996.05,2011-04-21 10:16:00,2011-11-29 15:23:00,9
12672,1,78,225.89999999999998,2011-01-14 09:20:00,2011-01-14 09:20:00,329
12673,2,351,610.52,2011-01-17 11:46:00,2011-12-04 13:55:00,4
12674,4,1133,1970.6,2011-05-16 09:10:00,2011-11-01 12:12:00,38
12676,6,670,1331.39,2011-02-01 15:41:00,2011-11-15 12:25:00,24
12678,12,10923,17628.46,2010-12-21 11:00:00,2011-10-28 13:04:00,41
12679,4,554,1113.02,2011-03-01 12:26:00,2011-10-12 12:30:00,58
12680,4,443,862.81,2011-08-18 15:44:00,2011-12-09 12:50:00,0
12681,22,7536,13787.54,2010-12-07 10:08:00,2011-11-25 11:33:00,14
12682,31,5575,12288.22,2010-12-03 13:59:00,2011-12-06 10:00:00,3
12683,15,4987,8476.57,2010-12-09 10:37:00,2011-12-05 16:31:00,3
12684,7,1985,2283.63,2011-05-10 12:55:00,2011-12-02 09:53:00,7
12685,6,1523,2863.08,2011-09-07 10:28:00,2011-11-11 13:46:00,27
12686,1,107,89.14,2010-12-03 09:51:00,2010-12-03 09:51:00,371
12688,1,3028,4873.8099999999995,2011-08-18 08:49:00,2011-08-18 08:49:00,113
12689,2,628,1247.61,2011-08-04 10:04:00,2011-11-14 08:31:00,25
12690,1,106,389.01,2011-05-18 09:09:00,2011-05-18 09:09:00,205
12691,6,394,1035.8,2010-12-17 14:46:00,2011-11-11 16:49:00,27
12693,4,255,855.91,2011-01-24 12:58:00,2011-08-04 17:51:00,126
12694,2,509,869.67,2011-06-09 17:48:00,2011-09-30 13:06:00,69
12695,4,220,582.1,2011-05-13 13:15:00,2011-12-02 13:22:00,6
12697,3,508,957.59,2011-06-23 15:44:00,2011-11-11 08:47:00,28
12700,4,2967,4939.99,2011-05-08 16:10:00,2011-12-02 10:47:00,7
12701,2,678,797.71,2011-04-11 13:02:00,2011-09-21 10:47:00,79
12702,1,53,219.0,2011-11-20 10:36:00,2011-11-20 10:36:00,19
12703,1,164,283.55,2011-09-29 17:52:00,2011-09-29 17:52:00,70
12704,8,1006,2340.84,2011-06-23 10:20:00,2011-12-02 13:15:00,6
12705,9,3997,6868.29,2010-12-17 15:58:00,2011-11-24 13:17:00,14
12707,1,256,603.42,2011-02-21 08:38:00,2011-02-21 08:38:00,291
12708,10,1307,2712.91,2010-12-06 10:43:00,2011-11-10 09:52:00,29
12709,15,3936,9736.52,2010-12-08 09:49:00,2011-11-24 15:38:00,14
12710,3,851,1149.02,2011-05-22 14:05:00,2011-09-04 12:00:00,96
12712,13,1062,4396.13,2010-12-03 14:30:00,2011-11-11 08:19:00,28
12713,1,508,848.55,2011-12-09 12:16:00,2011-12-09 12:16:00,0
12714,5,3069,4708.86,2011-02-18 10:53:00,2011-11-30 15:43:00,8
12715,1,197,353.86,2011-08-25 15:22:00,2011-08-25 15:22:00,105
12716,2,708,1053.49,2011-07-29 13:28:00,2011-12-06 08:55:00,3
12717,2,506,1030.98,2011-04-08 10:32:00,2011-07-11 14:47:00,150
12718,1,203,238.25,2011-09-29 16:38:00,2011-09-29 16:38:00,70
12719,2,374,644.95,2011-10-05 14:50:00,2011-12-04 13:45:00,4
12720,25,4672,5781.73,2010-12-05 15:21:00,2011-12-07 08:03:00,2
12721,6,1959,2656.13,2010-12-20 11:38:00,2011-11-08 12:13:00,31
12722,4,566,997.63,2011-07-12 11:55:00,2011-09-15 14:50:00,84
12723,5,434,725.07,2011-10-05 15:52:00,2011-12-06 10:19:00,3
12724,4,445,1031.41,2011-01-11 15:00:00,2011-12-04 16:02:00,4
12725,1,164,427.8,2010-12-03 15:45:00,2010-12-03 15:45:00,370
12726,7,3143,2609.1,2010-12-17 12:56:00,2011-11-11 13:35:00,27
12727,7,2098,3980.7,2011-01-23 15:17:00,2011-11-29 11:46:00,10
12728,4,419,836.33,2011-01-11 13:31:00,2011-09-29 15:31:00,70
12729,1,233,453.01,2011-08-18 11:40:00,2011-08-18 11:40:00,113
12731,12,8437,18895.91,2010-12-10 10:56:00,2011-11-16 11:59:00,23
12732,1,111,236.26000000000002,2011-06-13 11:33:00,2011-06-13 11:33:00,179
12733,1,137,383.95,2011-04-19 16:19:00,2011-04-19 16:19:00,233
12734,1,88,110.39999999999999,2010-12-22 12:47:00,2010-12-22 12:47:00,352
12735,2,368,779.5699999999999,2011-01-06 14:26:00,2011-01-28 13:37:00,314
12736,1,173,234.0,2011-01-11 07:57:00,2011-01-11 07:57:00,332
12738,1,148,155.35,2010-12-02 18:27:00,2010-12-02 18:27:00,371
12739,2,486,1013.04,2011-09-01 17:45:00,2011-09-22 13:00:00,77
12740,1,342,427.6,2011-10-07 10:44:00,2011-10-07 10:44:00,63
12743,2,319,546.43,2011-07-28 16:06:00,2011-07-28 16:21:00,133
12744,7,5241,21279.29,2011-01-25 13:26:00,2011-10-19 11:18:00,51
12747,11,1275,4196.01,2010-12-05 15:38:00,2011-12-07 14:34:00,1
12748,209,25747,33719.73,2010-12-01 12:48:00,2011-12-09 12:20:00,0
12749,5,1471,4090.88,2011-05-10 15:25:00,2011-12-06 09:56:00,3
12750,1,137,275.88,2011-08-03 09:13:00,2011-08-03 09:13:00,128
12752,1,2262,4366.78,2011-09-19 13:32:00,2011-09-19 13:32:00,80
12753,6,11421,21429.39,2010-12-12 11:44:00,2011-11-17 10:52:00,22
12754,3,6481,3010.74,2011-02-04 10:31:00,2011-04-18 09:00:00,235
12755,2,1491,3811.95,2010-12-09 10:44:00,2011-03-04 12:42:00,280
12756,1,144,112.07999999999998,2011-09-14 09:31:00,2011-09-14 09:31:00,86
12757,13,2402,7857.1,2011-05-12 19:01:00,2011-11-24 12:30:00,15
12758,2,2135,2791.59,2011-03-08 12:05:00,2011-08-15 10:22:00,116
12759,3,902,1531.44,2011-03-09 08:09:00,2011-10-18 14:49:00,51
12762,2,1227,1898.52,2011-11-14 14:23:00,2011-12-02 10:23:00,7
12763,2,316,494.08,2010-12-05 15:46:00,2011-07-24 14:12:00,137
12764,1,386,1693.88,2011-01-27 10:19:00,2011-01-27 10:19:00,316
12766,7,3646,6989.63,2010-12-08 13:53:00,2011-12-06 08:46:00,3
12769,1,356,1143.6,2011-04-15 10:25:00,2011-04-15 10:25:00,238
12770,1,743,1351.45,2011-05-13 09:33:00,2011-05-13 09:33:00,210
12772,1,556,892.47,2011-10-11 09:19:00,2011-10-11 09:19:00,59
